"","estc_id","title","sum","n"
"4454","T98400","A collection of psalms and hymns, extracted from various authors, and published by the Reverend Mr. Madan",692,1
"4455","T98402","A collection of psalms and hymns, extracted from various authors, and published by the Reverend Mr. Madan",703,2
"4456","T98454","The cure of deism: or, the mediatorial scheme by Jesus Christ the only true religion",721,2
"4457","T98526","The bouquet, or Blossoms of fancy",252,2
"4458","T98532","A general index to the Spectators, Tatlers and Guardians",6069,66
"4459","T98536","The mottoes of the Spectators, Tatlers, and Guardians, translated into English",361,4
"4460","T98550","The world",395,1
"4461","T98551","The world",600,2
"4462","T98572","The rambler. .",652,2
"4463","T98573","The rambler",652,2
"4464","T98582","The select Spectator",526814,251
"4465","T98597","The humourist",159,1
"4466","T98626","The amusing instructor",11585,13
"4467","T98659","A tribute to the manes of unfortunate poets: in four cantos. With other poems on various subjects. By John Hunter, Esq",664,2
"4468","T98719","The biographical magazine",374,2
"4469","T98898","The life and death of Mr. Thomas Walsh",696,3
"4470","T98921","An exhortation to a diligent use of the means of grace; together with a serious address to persons of every character, professing the Christian religion. To which are added, forms of devotion, and hymns, on various occasions; Extracted from the Writings of several Eminent Divines. By John Smith, D. D. Rector of Nantwich, Cheshire",694,1
"4471","T99135","The poetical works",1646,2
"4472","T99151","Decerpta ex Publii Ovidii Nasonis Metamorphoseon libris",214,2
"4473","T99224","The history of the antient town of Cirencester, in two parts. Part I. The antient state. Part II. The modern and present state. With appropriate observations, and illustrated with plates",1230,2
"4474","T99274","A collection of original poems, translations, and imitations, by Mr. Prior, Mr. Rowe, Dr. Swift, and other eminent hands",2445,3
"4475","T99291","Remarks upon Milton's Paradise lost. Historical, geographical, philological, critical, and explanatory. By W. Massey",351,2
"4476","T99311","Authentick memoirs of the life intrigues and adventures of the celebrated Sally Salisbury",645,3
"4477","T99312","Authentick memoirs of the life intrigues and adventures of the celebrated Sally Salisbury",621,3
"4478","T99454","An apology for the monostrophics which were published in 1782. With a second collection of monostrophics. By George Isaac Huntingford, A. M. Fellow of New College, Oxford",1332,5
"4479","T99478","Biographia medica; or, historical and critical memoirs of the lives and writings of the most eminent medical characters that have Existed from the Earliest Account of Time to the Present Period; with a catalogue of their literary productions. By Benjamin Hutchinson, Member of the Medical Society of London, of the Physical Society of Guy's Hospital, and of the London Company of Surgeons. In Two Volumes. .",860,2
"4480","T99560","Letters to a young lady, on a variety of useful and interesting subjects, calculated to improve the heart, to form the manners, and enlighten the understanding",84,1
"4481","T99603","Ornithologia nova",3238,7
"4482","T9964","A treatise on the mineral waters of Harrogate",1007,3
"4483","T99683","The advantages of Sunday schools",514,2
"4484","T99706","Bell's classical arrangement of fugitive poetry",67,1
"4485","T99793","A pocket companion for Oxford",173,2
"4486","T99800","The works of Mr. Thomas Otway",860,1
"4487","T99829","A new pocket companion for Oxford",461,1
"4488","T99831","A new pocket companion for Oxford",79,1
"4489","T99872","A pocket companion for Oxford",459,1
"4490","T99921","Practical lectures on education, spiritual and temporal; Extracted from the most eminent Authors on that Subject. Containing Every particular Requisite that concerns the Education of a Gentleman, and Man of Business: With proper Advice in regard to the Female Sex; in order to cultivate the Minds of Youth with the Love of Virtue and Learning; thereby to enable them to discharge properly that Duty incumbent on them to their Creator, their Parents, and the World. Also, Observations on a private and publick Education; with some proper Directions to the several Teachers in the English and Writing Schools; which the Editor, by long Experience, is sensible cannot fail of raising in the Minds of Youth an Emulation so; Learning. Necessary for all Parents to have in their Families. To which are annexed 32 Pages of moral and entertaining Sentences, in Prose and Verse; on Virtue, Religion, Wisdom, Learning, Industry, Frugality, Honesty, &c. &c. &c. proper for Youth either to transcribe, or study by way of Evening Task. By J. Girrard, W. M. &c. in Exeter",3537,10
"4491","T99966","The life of Hugh Latimer, Bishop of Worcester. [ By William Gilpin, M.A. ",431,1
"4492","T99975","The tatler. .",143,2
"4493","T99981","The triumphant Christian",1602,4
"4494","T99998","Chronicon rusticum-commerciale",453,1
"4495","W11334","Miscellaneous extracts in prose and verse",12436,4
"4496","W11576","The American preceptor",11908,14
"4497","W11578","The American preceptor",11728,13
"4498","W11582","An American selection of lessons in reading and speaking",183,1
"4499","W11597","An American selection of lessons in reading and speaking",28646,7
"4500","W11687","The Art of courting",820,5
"4501","W11693","The Art of reading",9881,20
"4502","W11803","Addresses to young men",482,4
"4503","W11887","The Columbian library",4758,10
"4504","W12108","A father's legacy to his daughters",77,1
"4505","W12152","Friendship in death",294,2
"4506","W12308","Fables; addressed to the ladies",1402,8
"4507","W12372","A guide to prayer: or, A free and rational account of the gift, grace and spirit of prayer",870,2
"4508","W12375","A grammatical institute of the English language",1410,8
"4509","W12488","A grammatical institute of the English language",4282,16
"4510","W12490","A grammatical institute of the English language",1677,10
"4511","W12492","A grammatical institute of the English language",344,2
"4512","W12493","A grammatical institute of the English language",1776,11
"4513","W12494","A grammatical institute of the English language",1739,10
"4514","W12496","Grammatical institutes",4534,14
"4515","W12533","A grey-cap, for a green-head",1050,7
"4516","W12543","A guide to prayer: or, A free and rational account of the gift, grace, and spirit of prayer",908,2
"4517","W12554","The Guide, or Counsellor of human life",1232,3
"4518","W12562","Grammatical institutes",6253,18
"4519","W12668","The Hartford selection of hymns",690,1
"4520","W12754","The history of women, from the earliest antiquity, to the present time",80,1
"4521","W12877","An introduction to the speaking and writing of the English language, according to grammatical rules",327,3
"4522","W13015","The instructive and entertaining fables of Pilpay, an ancient Indian philosopher",405,3
"4523","W13016","Instructive rambles",708,1
"4524","W13029","An introduction to Latin syntax",2129,9
"4525","W13034","An introduction to the knowledge and practice of gardening",326,1
"4526","W13240","A Collection of hymns more particularly designed for the use of the West Society in Boston",3691,7
"4527","W13347","The lady's pocket library",82,1
"4528","W13348","The Lady's pocket library",84,1
"4529","W13374","Laus Deo! The Worcester collection of sacred harmony",97,1
"4530","W13398","Lectures on rhetoric and belles lettres",26927,112
"4531","W13407","Lessons in elocution: or A selection of pieces, in prose and verse",84386,80
"4532","W13559","Letters of gratitude, to the Connecticut pleader, the Reverend Joseph Huntington, D.D. for his Letters of friendship, to a certain class of gentlemen, with illustrations from recent examples",408,1
"4533","W13631","The little reader's assistant",190,2
"4534","W13900","The New pleasing instructor: or, Young lady's guide to virtue and happiness",200,2
"4535","W14011","The Burlington almanack, for the year of our Lord, 1771",1805,9
"4536","W14012","The Burlington almanack, for the year of our Lord, 1772",768,2
"4537","W14019","Friendship in death",212,1
"4538","W14146","An oration, delivered to the Society of Black Friars, November 10, 1796",83,1
"4539","W14206","A journal of a voyage from London to Gibraltar",657,2
"4540","W14476","The Hive: or A collection of thoughts on civil, moral, sentimental, and religious subjects",6703,32
"4541","W14833","The United States almanac, for the year of our Lord 1799",266,1
"4542","W15128","The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church",2631,3
"4543","W15254","Psalms, hymns and spiritual songs; selected and original",716,1
"4544","W15672","A sermon, preached at the ordination, of the Reverend Stanley Griswold, A.M. Colleague Pastor of the First Church and Congregation in New-Milford",808,4
"4545","W17143","An inaugural dissertation on insanity",68,1
"4546","W17172","An address to the graduates in medicine",466,2
"4547","W17800","The Young gentleman and lady's monitor",202379,83
"4548","W17892","Lectures on female education and manners",2021,8
"4549","W17980","A new guide to the English tongue",710,1
"4550","W18145","The whole genuine and complete works of Flavius Josephus .",2292,8
"4551","W18148","The whole genuine and complete works of Flavius Josephus .",1673,5
"4552","W18697","The Pennsylvania spelling-book, or Youth's friendly instructor and monitor",1007,1
"4553","W18699","The Pennsylvania spelling-book, or Youth's friendly instructor and monitor",1031,1
"4554","W19254","Letters to a young lady",277,1
"4555","W19775","Domestic medicine: or, A treatise on the prevention and cure of diseases by regimen and simple medicines",178,1
